"MSE";"Ratio_IC";"Time_train";"Time_pred";"Method";"M"
NA;NA;0;0,00140500068664551;"One GP";6
0,757629399671847;86,6666666666667;1,33895373344421;0,0371849536895752;"GPFDA";6
41,8818362136894;90;4,42019128799438;0,0305583477020264;"Algo";6
NA;NA;0;0,00138998031616211;"One GP";6
7,33639383125624;100;1,17016220092773;0,0374212265014648;"GPFDA";6
57,2163342808165;90;6,28223371505737;0,0308403968811035;"Algo";6
NA;NA;0;0,00140285491943359;"One GP";6
106,604764764771;100;0,982629299163818;0,0370521545410156;"GPFDA";6
0,879749710999951;96,6666666666667;5,0626106262207;0,0306150913238525;"Algo";6
NA;NA;0;0,0014040470123291;"One GP";6
1,1885944588535;100;0,464201927185059;0,0370590686798096;"GPFDA";6
1,43650492114779;100;5,2570915222168;0,0563416481018066;"Algo";11
NA;NA;0;0,00140500068664551;"One GP";11
3,14690220717377;100;2,32026147842407;0,0511441230773926;"GPFDA";11
1,14526254863706;60;7,98566222190857;0,055142879486084;"Algo";11
NA;NA;0;0,0014033317565918;"One GP";11
0,763697789192546;100;2,22028684616089;0,0637936592102051;"GPFDA";11
0,698415080353375;100;5,5600962638855;0,0549612045288086;"Algo";11
NA;NA;0;0,0013890266418457;"One GP";11
1,05335771897386;100;2,30613160133362;0,0515713691711426;"GPFDA";11
10,5841826834903;63,3333333333333;9,30358099937439;0,0567085742950439;"Algo";11
NA;NA;0;0,00142335891723633;"One GP";11
19,8601995002388;100;2,38049602508545;0,0529346466064453;"GPFDA";11
0,630275255549805;100;6,0079197883606;0,0551373958587646;"Algo";11
NA;NA;0;0,0014197826385498;"One GP";11
0,394556187183455;100;2,11215710639954;0,0514507293701172;"GPFDA";11
9,8737436882333;100;6,16215872764587;0,0560016632080078;"Algo";11
NA;NA;0;0,00141263008117676;"One GP";11
5,76296110811954;100;2,67136168479919;0,0508692264556885;"GPFDA";11
3,17771097013831;100;6,52523398399353;0,0565857887268066;"Algo";11
NA;NA;0;0,0014190673828125;"One GP";11
7,97119237055792;100;3,36107730865479;0,0532281398773193;"GPFDA";11
0,723201409087049;90;6,25661826133728;0,0551609992980957;"Algo";11
NA;NA;0;0,00139355659484863;"One GP";11
0,564745363346619;100;2,05100178718567;0,0534436702728271;"GPFDA";11
1,06551155524253;86,6666666666667;6,44570708274841;0,184343814849854;"Algo";11
NA;NA;0;0,00142002105712891;"One GP";11
2,10243766711259;100;1,71883583068848;0,054997444152832;"GPFDA";11
0,4046219582525;96,6666666666667;7,99627423286438;0,0939826965332031;"Algo";11
NA;NA;0;0,00141668319702148;"One GP";11
0,858247152219561;100;2,11465907096863;0,0731768608093262;"GPFDA";11
11,5212145541269;56,6666666666667;5,22350406646729;0,113184690475464;"Algo";11
NA;NA;0;0,00140857696533203;"One GP";11
7,512359859166;100;1,68211126327515;0,0511295795440674;"GPFDA";11
1,44394533912937;90;6,10176706314087;0,186693668365479;"Algo";11
NA;NA;0;0,00141739845275879;"One GP";11
1,46141908336591;100;1,11907315254211;0,0512683391571045;"GPFDA";11
14,895702727737;30;6,03323841094971;0,0691249370574951;"Algo";11
NA;NA;0;0,00137972831726074;"One GP";11
14,9235189606523;100;1,30441808700562;0,0510702133178711;"GPFDA";11
1,65803359978093;86,6666666666667;6,95055842399597;0,0553605556488037;"Algo";11
NA;NA;0;0,00138568878173828;"One GP";11
1,12286079526946;100;2,24558210372925;0,0535776615142822;"GPFDA";11
6,23941971763193;83,3333333333333;8,86384773254395;0,0563795566558838;"Algo";11
NA;NA;0;0,0014033317565918;"One GP";11
5,1226096605109;100;2,51087188720703;0,0509259700775146;"GPFDA";11
9,97934666544513;50;5,23740386962891;0,0558826923370361;"Algo";11
NA;NA;0;0,00141668319702148;"One GP";11
11,3149307568843;100;2,33185577392578;0,0512411594390869;"GPFDA";11
1,27908878491601;96,6666666666667;7,11561894416809;0,0562818050384521;"Algo";11
NA;NA;0;0,00140213966369629;"One GP";11
2,32014652503453;100;2,25415182113647;0,0515389442443848;"GPFDA";11
1,27916897500083;80;10,3111524581909;0,0557570457458496;"Algo";11
NA;NA;0;0,00139927864074707;"One GP";11
19,7097216919985;76,6666666666667;2,19191884994507;0,0643038749694824;"GPFDA";11
0,559590539050291;86,6666666666667;5,9795343875885;0,0552358627319336;"Algo";11
NA;NA;0;0,00141048431396484;"One GP";11
0,154624303055488;100;2,07772779464722;0,0513434410095215;"GPFDA";11
0,268527617522053;90;10,5592563152313;0,0563201904296875;"Algo";11
NA;NA;0;0,00143718719482422;"One GP";11
0,927877328861136;100;3,23851943016052;0,0517959594726562;"GPFDA";11
0,330857013668898;100;6,8261513710022;0,0556797981262207;"Algo";11
NA;NA;0;0,00139713287353516;"One GP";11
0,177994182989822;100;1,2123863697052;0,051034688949585;"GPFDA";11
10,5021953434815;100;4,9591703414917;0,0556836128234863;"Algo";11
NA;NA;0;0,00140762329101562;"One GP";11
10,2986051640733;100;1,29695987701416;0,0530056953430176;"GPFDA";11
0,135555796122339;100;11,7333722114563;0,0559237003326416;"Algo";11
NA;NA;0;0,00148391723632812;"One GP";11
0,265534341905639;100;2,1670241355896;0,0530526638031006;"GPFDA";11
1,7423952395764;93,3333333333333;5,58293914794922;0,0556955337524414;"Algo";11
NA;NA;0;0,00138354301452637;"One GP";11
1,74676346973261;100;1,2235586643219;0,0515053272247314;"GPFDA";11
1,52049950092926;93,3333333333333;5,01372075080872;0,0559835433959961;"Algo";11
NA;NA;0;0,00144529342651367;"One GP";11
0,653003737483462;100;2,26541447639465;0,0539519786834717;"GPFDA";11
